rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,Country Name,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Inflation, consumer prices (annual %)","Population, total","Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
360,36,"Nanyang Technological University, Singapore",77.0,360,60.9,52,77.9,34,87.2,201,84.5,96,94.5,53,master_account,6,/world-university-rankings/nanyang-technological-university-singapore,634,Singapore,"24,651",15.1,25%,48:52:00,"Nanyang Technological University, Singapore NTU Nan yang","Psychology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Chemistry,Sociology,Civil Engineering,Art, Performing Arts & Design,Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Education",False,False,False,Singapore,501000000000.0,1.075031751,84734.25592,4.821467295,5917648.0,3.444,100.0
370,37,London School of Economics and Political Science,76.5,370,59.2,61,74.3,45,95.1,90,37.8,1349,92.8,84,master_account,0,/world-university-rankings/london-school-economics-and-political-science,511,United Kingdom,"11,120",11.9,73%,55:45:00,London School of Economics and Political Science,"Mathematics & Statistics,Accounting & Finance,Geography,Law,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
380,38,Georgia Institute of Technology,76.0,380,60.2,56,75.9,39,91.4,127,64.9,234,81.2,205,public,0,/world-university-rankings/georgia-institute-technology,488,United States,"28,826",24.7,40%,33 : 67,Georgia Institute of Technology,"Chemistry,General Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Psychology,Business & Management,Architecture,Civil Engineering,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Languages, Literature & Linguistics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
390,39,The University of Tokyo,75.9,390,88.1,11,91.4,16,55.5,754,86.7,87,43.3,860,master_account,0,/world-university-rankings/university-tokyo,494,Japan,"26,112",10.5,15%,,The University of Tokyo,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Chemistry,Architecture,Civil Engineering,Sport Science,Education,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Archaeology,Agriculture & Forestry,Sociology",False,False,False,Japan,4210000000000.0,1.923055531,33834.39211,3.268133659,124516650.0,2.6,92.043
400,40,University of British Columbia,75.7,400,62.9,50,73.1,48,88.8,169,47.9,459,94.8,47,master_account,0,/world-university-rankings/university-british-columbia,486,Canada,"56,452",18.9,34%,55:45:00,University of British Columbia,"Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Sociology,Computer Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Economics & Econometrics,Law,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Business & Management,Psychology,Physics & Astronomy,Geography,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry",False,False,False,Canada,2140000000000.0,1.065994453,53371.69743,3.879001598,40097761.0,5.415,81.862
410,41,École Polytechnique Fédérale de Lausanne,75.4,410,65.6,44,70.7,53,84.5,239,71.7,182,98.0,12,master_account,0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,510,Switzerland,"11,641",12.3,62%,30 : 70,École Polytechnique Fédérale de Lausanne,"Sport Science,Biological Sciences,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture,Mathematics & Statistics,General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management",False,False,False,Switzerland,885000000000.0,0.716066869,99994.93802,2.13540088,8849852.0,4.043,74.202
420,42,KU Leuven,74.6,420,59.7,59,74.9,42,86.7,207,99.2,21,76.8,253,master_account,0,/world-university-rankings/ku-leuven,531,Belgium,"47,663",36.5,18%,51:49:00,KU Leuven,"Art, Performing Arts & Design,Chemical Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Education,Archaeology,Biological Sciences,Psychology,History, Philosophy & Theology,Agriculture & Forestry,Law,Computer Science,Chemistry,Economics & Econometrics,Civil Engineering,Sociology,Geography",False,False,False,Belgium,632000000000.0,1.365055231,53475.2935,4.049010776,11822592.0,5.528,98.189
430,43,Universität Heidelberg,74.1,430,67.2,38,61.5,75,96.0,78,55.7,308,71.2,331,master_account,11,/world-university-rankings/universitat-heidelberg,537,Germany,"19,347",13.5,21%,55:45:00,Universität Heidelberg,"Mathematics & Statistics,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Law,Biological Sciences,Psychology,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Geography,Sport Science,Education,History, Philosophy & Theology,Chemistry",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
440,44,Monash University,73.6,440,56.9,72,68.7,57,90.4,140,78.4,128,91.0,103,master_account,0,/world-university-rankings/monash-university,581,Australia,"58,725",42.5,41%,57:43:00,Monash University,"Civil Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Chemistry,Geography,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Accounting & Finance,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Architecture,General Engineering,Chemical Engineering,Other Health,Art, Performing Arts & Design,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Archaeology,Education,Sport Science,Business & Management,Physics & Astronomy",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
450,45,The Chinese University of Hong Kong,73.2,450,59.1,62,61.1,77,95.7,82,60.9,264,92.5,88,master_account,11,/world-university-rankings/chinese-university-hong-kong,662356,Hong Kong,"18,468",19.0,21%,,The Chinese University of Hong Kong CUHK,"Computer Science,Law,Geography,Education,Architecture,Sport Science,History, Philosophy & Theology,General Engineering,Art, Performing Arts & Design,Chemistry,Economics & Econometrics,Physics & Astronomy,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sociology,Other Health,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False,False,,,,,,,,
460,46,McGill University,73.0,460,62.0,51,72.4,52,82.5,274,43.5,644,91.0,101,master_account,11,/world-university-rankings/mcgill-university,492,Canada,"32,309",12.5,30%,60:40:00,McGill University,"Civil Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Architecture,Agriculture & Forestry,Sociology,Computer Science,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sport Science,Other Health,Psychology,General Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Geography,Biological Sciences,Archaeology,Law,Medicine & Dentistry,Mathematics & Statistics,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies",False,False,False,Canada,2140000000000.0,1.065994453,53371.69743,3.879001598,40097761.0,5.415,81.862
470,47,Paris Sciences et Lettres – PSL Research University Paris,72.9,470,68.2,35,73.5,47,75.5,400,78.8,125,76.3,262,master_account,0,/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,615804,France,"16,218",15.0,22%,51:49:00,Paris Sciences et Lettres – PSL Research University Paris,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics,Geography,Archaeology,Physics & Astronomy,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Business & Management,Electrical & Electronic Engineering,Sociology,Civil Engineering,Law,Other Health,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies",False,False,False,France,3030000000000.0,0.703718547,44460.81785,4.878357265,68170228.0,7.335,81.777
480,48,University of Illinois at Urbana-Champaign,72.7,480,67.1,39,78.9,32,78.1,359,50.1,407,56.2,550,public,0,/world-university-rankings/university-illinois-urbana-champaign,495,United States,"48,674",17.4,22%,48:52:00,University of Illinois at Urbana-Champaign,"Languages, Literature & Linguistics,General Engineering,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Other Health,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Chemistry,Communication & Media Studies,History, Philosophy & Theology,Veterinary Science,Geography,Archaeology,Physics & Astronomy,Law,Architecture,Biological Sciences,Sociology,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
490,49,Karolinska Institute,72.4,490,51.1,103,68.8,56,94.0,98,66.4,218,87.3,148,master_account,0,/world-university-rankings/karolinska-institute,496,Sweden,"8,021",9.9,27%,70:30:00,Karolinska Institute,"Education,Business & Management,Psychology,Chemical Engineering,Sociology,Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics",False,False,False,Sweden,593000000000.0,-0.196170995,56305.2502,8.548624897,10536632.0,7.611,88.738
500,50,University of Texas at Austin,72.3,500,66.2,43,73.1,49,87.5,195,51.3,383,40.1,957,public,0,/world-university-rankings/university-texas-austin,493,United States,"49,171",17.4,10%,53:47:00,University of Texas at Austin,"Medicine & Dentistry,Geography,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Other Health,Politics & International Studies (incl Development Studies),Education,Law,Sport Science,Chemistry,Computer Science,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Art, Performing Arts & Design,Communication & Media Studies,Civil Engineering,Architecture,Mathematics & Statistics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sociology,Electrical & Electronic Engineering,Psychology,Physics & Astronomy,Business & Management",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
510,51,Fudan University,72.0,510,71.8,31,75.8,41,74.5,423,77.3,143,45.2,795,master_account,0,/world-university-rankings/fudan-university,700,China,"36,318",11.9,9%,52:48:00,Fudan University,"Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemistry,Archaeology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Biological Sciences,Education,Physics & Astronomy,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,Psychology,Other Health,Chemical Engineering,Law,Accounting & Finance",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
520,52,Shanghai Jiao Tong University,71.2,520,75.3,27,82.9,26,59.9,670,100.0,7,43.7,842,master_account,0,/world-university-rankings/shanghai-jiao-tong-university,801,China,"37,478",11.5,8%,42:58:00,Shanghai Jiao Tong University SJTU,"Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Sociology,Medicine & Dentistry,Biological Sciences,Communication & Media Studies,Chemical Engineering,Veterinary Science,Business & Management,Architecture,Psychology,Law,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Education,Agriculture & Forestry,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Civil Engineering,Computer Science,Other Health,Physics & Astronomy,History, Philosophy & Theology,Chemistry",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
530,53,The University of Queensland,71.1,530,55.9,80,66.5,58,84.3,245,82.0,102,93.2,79,master_account,11,/world-university-rankings/university-queensland,538,Australia,"41,372",34.2,41%,55:45:00,The University of Queensland UQ UOQ,"Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Electrical & Electronic Engineering,General Engineering,Law,Agriculture & Forestry,Art, Performing Arts & Design,Archaeology,Other Health,Languages, Literature & Linguistics,Medicine & Dentistry,Sport Science,Education,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Chemical Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Veterinary Science,Architecture,Sociology,Accounting & Finance,Chemistry,Civil Engineering,Computer Science,Mathematics & Statistics,Psychology",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
540,54,University of Manchester,70.9,540,54.5,88,63.7,69,91.3,129,45.3,552,92.7,86,master_account,11,/world-university-rankings/university-manchester,512,United Kingdom,"37,035",14.2,44%,55:45:00,University of Manchester,"Geology, Environmental, Earth & Marine Sciences,Architecture,Geography,Economics & Econometrics,Education,Chemical Engineering,Archaeology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Communication & Media Studies,Civil Engineering,Sociology,Accounting & Finance,Chemistry,General Engineering,Psychology,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Other Health,Business & Management,Physics & Astronomy",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
550,54,The University of Sydney,70.9,550,53.1,92,65.8,62,88.5,174,73.2,170,90.6,106,master_account,1,/world-university-rankings/university-sydney,522,Australia,"45,853",19.0,45%,58:42:00,The University of Sydney UniSyd,"Electrical & Electronic Engineering,Law,General Engineering,Business & Management,Accounting & Finance,Mathematics & Statistics,Veterinary Science,Other Health,Communication & Media Studies,Psychology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mechanical & Aerospace Engineering,Physics & Astronomy,Computer Science,Education,Geology, Environmental, Earth & Marine Sciences,Sport Science,History, Philosophy & Theology,Economics & Econometrics,Archaeology,Chemistry,Art, Performing Arts & Design,Civil Engineering,Geography,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
560,56,Seoul National University,70.8,560,75.2,28,76.2,38,67.6,526,96.6,31,35.9,1070,master_account,0,/world-university-rankings/seoul-national-university,588,South Korea,"26,209",15.1,10%,,Seoul National University,"Geography,Business & Management,Politics & International Studies (incl Development Studies),Communication & Media Studies,Veterinary Science,Agriculture & Forestry,Civil Engineering,Chemistry,Art, Performing Arts & Design,Economics & Econometrics,Psychology,Archaeology,History, Philosophy & Theology,Sociology,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics,Other Health,Sport Science,Biological Sciences,Law,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Education,Geology, Environmental, Earth & Marine Sciences,Architecture",False,False,False,,,,,,,,
570,57,Washington University in St Louis,70.6,570,60.3,54,56.8,101,98.2,44,47.5,473,64.0,424,private,0,/world-university-rankings/washington-university-st-louis,505,United States,"14,420",7.8,24%,53:47:00,Washington University in St Louis,"Mechanical & Aerospace Engineering,Biological Sciences,Sociology,Art, Performing Arts & Design,Computer Science,Chemical Engineering,Electrical & Electronic Engineering,Law,Medicine & Dentistry,General Engineering,Accounting & Finance,Mathematics & Statistics,Economics & Econometrics,Education,Architecture,Politics & International Studies (incl Development Studies),Psychology,Geology, Environmental, Earth & Marine Sciences,Other Health,Business & Management,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Archaeology,Physics & Astronomy,Communication & Media Studies",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
580,58,The Hong Kong University of Science and Technology,70.5,580,51.4,101,63.4,70,87.7,190,95.0,40,97.7,15,master_account,11,/world-university-rankings/hong-kong-university-science-and-technology,526,Hong Kong,"9,864",21.0,32%,,The Hong Kong University of Science and Technology hkust,"Other Health,Physics & Astronomy,Chemical Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemistry,General Engineering,Sociology,Computer Science,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Accounting & Finance",False,False,False,,,,,,,,
590,59,Wageningen University & Research,70.3,590,50.4,109,60.2,79,93.2,109,100.0,10,88.8,124,master_account,0,/world-university-rankings/wageningen-university-research,540,Netherlands,"15,404",18.6,27%,55:45:00,Wageningen University & Research,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Other Health,Veterinary Science,Economics & Econometrics,Biological Sciences,Computer Science,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Sociology",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
600,60,University of Amsterdam,69.6,600,48.0,126,64.1,68,93.3,106,44.4,589,91.9,95,master_account,1,/world-university-rankings/university-amsterdam,556,Netherlands,"29,157",14.5,32%,59:41:00,University of Amsterdam uva,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Chemistry,Law,Accounting & Finance,Archaeology,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Business & Management,Geography,Mathematics & Statistics,Communication & Media Studies,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Education",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
610,61,Brown University,69.3,610,64.5,48,58.0,94,89.5,157,39.0,1105,63.3,435,private,0,/world-university-rankings/brown-university,513,United States,"10,037",10.1,21%,,Brown University,"Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Medicine & Dentistry,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Psychology,Art, Performing Arts & Design,General Engineering,Education,Archaeology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Architecture,Computer Science,Biological Sciences,Chemistry,Physics & Astronomy,Other Health,Chemical Engineering,Economics & Econometrics,Languages, Literature & Linguistics",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
620,62,Australian National University,69.0,620,51.3,102,69.2,54,81.8,283,45.6,536,96.0,30,master_account,11,/world-university-rankings/australian-national-university,502,Australia,"16,758",14.6,51%,52:48:00,Australian National University anu,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,Accounting & Finance,General Engineering,History, Philosophy & Theology,Civil Engineering,Psychology,Mechanical & Aerospace Engineering,Sociology,Mathematics & Statistics,Archaeology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,Computer Science,Business & Management,Communication & Media Studies,Medicine & Dentistry,Geography,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Law",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
630,63,"University of California, Davis",68.5,630,59.7,58,66.3,59,80.9,299,52.4,363,68.7,360,public,0,/world-university-rankings/university-california-davis,503,United States,"37,639",13.1,18%,60:40:00,"University of California, Davis","Education,Chemistry,Civil Engineering,Veterinary Science,Economics & Econometrics,Business & Management,History, Philosophy & Theology,Medicine & Dentistry,Chemical Engineering,Biological Sciences,Architecture,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Sport Science,Mathematics & Statistics,Archaeology,Psychology,Other Health,Communication & Media Studies,Physics & Astronomy,Geography,Law,Computer Science,General Engineering,Electrical & Electronic Engineering",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
640,64,"University of California, Santa Barbara",68.4,640,44.6,164,61.5,74,96.2,75,80.1,111,76.0,264,public,0,/world-university-rankings/university-california-santa-barbara,499,United States,"25,860",28.5,20%,54:46:00,"University of California, Santa Barbara","Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Education,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Archaeology,History, Philosophy & Theology,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Veterinary Science,Geography",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
650,65,University of Southern California,68.3,650,58.9,65,58.6,88,90.4,141,43.8,627,63.7,432,private,0,/world-university-rankings/university-southern-california,519,United States,"40,549",12.6,22%,49:51:00,University of Southern California,"General Engineering,Education,Physics & Astronomy,Biological Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,Psychology,Medicine & Dentistry,Economics & Econometrics,Architecture,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Archaeology,Sport Science,Accounting & Finance,Other Health,Mathematics & Statistics,Law,Geography",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
660,66,Utrecht University,68.2,660,44.3,169,66.0,61,91.2,130,72.7,174,78.8,233,master_account,0,/world-university-rankings/utrecht-university,532,Netherlands,"32,532",17.1,13%,62:38:00,Utrecht University utrecht  utrecht university,"Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Law,Biological Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Chemistry,Languages, Literature & Linguistics,Other Health,Geography,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Veterinary Science,Politics & International Studies (incl Development Studies),Sociology,Medicine & Dentistry",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
670,67,Zhejiang University,68.1,670,67.3,37,74.8,43,62.8,612,100.0,13,55.1,573,master_account,11,/world-university-rankings/zhejiang-university,815,China,"46,124",12.0,16%,,Zhejiang University ZJU Zhejiang University China research,"Chemical Engineering,Business & Management,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Architecture,Geography,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Civil Engineering,Psychology,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry,Education,Sociology,General Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Veterinary Science,Medicine & Dentistry,Accounting & Finance,Archaeology",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
680,68,Kyoto University,68.0,680,77.5,24,79.1,31,52.3,809,88.6,79,40.5,945,master_account,0,/world-university-rankings/kyoto-university,516,Japan,"22,269",9.2,12%,25 : 75,Kyoto University,"Architecture,Geography,Biological Sciences,Psychology,Mechanical & Aerospace Engineering,Law,Communication & Media Studies,Archaeology,Education,Electrical & Electronic Engineering,Sociology,Business & Management,Civil Engineering,Agriculture & Forestry,Economics & Econometrics,Physics & Astronomy,Chemistry,Computer Science,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Accounting & Finance,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science",False,False,False,Japan,4210000000000.0,1.923055531,33834.39211,3.268133659,124516650.0,2.6,92.043
690,69,University of North Carolina at Chapel Hill,67.8,690,58.9,64,59.7,82,93.3,108,46.0,525,41.7,913,public,0,/world-university-rankings/university-north-carolina-chapel-hill,507,United States,"31,080",7.9,8%,59:41:00,University of North Carolina at Chapel Hill,"Business & Management,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Other Health,Law,Agriculture & Forestry,Biological Sciences,Computer Science,Physics & Astronomy,Geography,Archaeology,Communication & Media Studies,Education,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sport Science,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Economics & Econometrics,Psychology,Sociology,General Engineering",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
700,70,Delft University of Technology,67.7,700,58.8,66,76.4,36,59.1,683,93.4,49,94.2,58,master_account,0,/world-university-rankings/delft-university-technology,568,Netherlands,"20,299",16.1,31%,31 : 69,Delft University of Technology,"Computer Science,Sport Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Geography,General Engineering,Mathematics & Statistics,Architecture,Biological Sciences,History, Philosophy & Theology,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Education,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Other Health,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
